location,size,bhk,total_sqft,tot_sqft,bath,price,house_price,del_by_bath,bhk_blank,bath_blank,price_blank,del_by_sqft
Jalahalli,4 Bedroom,4,1200 ,1200,4,90,9000000,save,FALSE,FALSE,FALSE,save
Venkatadri Layout,1 BHK,1,600 ,600,1,43,4300000,save,FALSE,FALSE,FALSE,save
KR Puram,3 BHK,3,1930 ,1930,2,57.9,5790000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1216 ,1216,2,75,7500000,save,FALSE,FALSE,FALSE,save
KR Puram,3 BHK,3,1452 ,1452,3,60,6000000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1355 ,1355,2,78,7800000,save,FALSE,FALSE,FALSE,save
HMT Layout,4 Bedroom,4,7500 ,7500,4,425,42500000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 BHK,3,2145 ,2145,3,190,19000000,save,FALSE,FALSE,FALSE,save
Bommanahalli,2 BHK,2,957 ,957,2,53,5300000,save,FALSE,FALSE,FALSE,save
Shantiniketan Layout,2 BHK,2,925 ,925,2,48,4800000,save,FALSE,FALSE,FALSE,save
Bellandur,2 BHK,2,1550 ,1550,2,59,5900000,save,FALSE,FALSE,FALSE,save
Yelahanka New Town,4 Bedroom,4,4000 ,4000,2,899,89900000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,3 Bedroom,3,2100 ,2100,3,140,14000000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,2 BHK,2,1115 ,1115,2,61,6100000,save,FALSE,FALSE,FALSE,save
Yelahanka,3 BHK,3,1692 ,1692,3,83,8300000,save,FALSE,FALSE,FALSE,save
Baba Nagar,2 BHK,2,1100 ,1100,2,52,5200000,save,FALSE,FALSE,FALSE,save
Hormavu,3 BHK,3,1385 ,1385,2,69,6900000,save,FALSE,FALSE,FALSE,save
Hosa Road,1 BHK,1,760 ,760,1,24.9,2490000,save,FALSE,FALSE,FALSE,save
Electronics City Phase 1,2 BHK,2,1335 ,1335,2,67,6700000,save,FALSE,FALSE,FALSE,save
Bommanahalli,2 BHK,2,910 ,910,2,45,4500000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,3 BHK,3,1610 ,1610,2,55,5500000,save,FALSE,FALSE,FALSE,save
Hennur Road,2 BHK,2,1341 ,1341,2,75.76,7576000,save,FALSE,FALSE,FALSE,save
Kurubarahalli,3 Bedroom,3,1200 ,1200,3,70,7000000,save,FALSE,FALSE,FALSE,save
Uttarahalli,3 BHK,3,1285 ,1285,2,44.98,4498000,save,FALSE,FALSE,FALSE,save
HAL 2nd Stage,3 BHK,3,2100 ,2100,3,252,25200000,save,FALSE,FALSE,FALSE,save
Yeshwanthpur,3 BHK,3,1679 ,1679,3,92.13,9213000,save,FALSE,FALSE,FALSE,save
Puttappa Layout,4 Bedroom,4,2675 ,2675,4,290,29000000,save,FALSE,FALSE,FALSE,save
"Ananthanagar Phase 1,Electronic City , phase 2",2 BHK,2,1016 ,1016,2,45.9,4590000,save,FALSE,FALSE,FALSE,save
Banashankari Stage II,4 Bedroom,4,1500 ,1500,2,650,65000000,save,FALSE,FALSE,FALSE,save
Rajaji Nagar,3 BHK,3,2448 ,2448,3,400,40000000,save,FALSE,FALSE,FALSE,save
Bellandur,2 BHK,2,924 ,924,2,35.11,3511000,save,FALSE,FALSE,FALSE,save
8th Phase JP Nagar,1 BHK,1,500 ,500,1,31,3100000,save,FALSE,FALSE,FALSE,save
Ngef Layout,3 BHK,3,1800 ,1800,3,88,8800000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1255 ,1255,2,77,7700000,save,FALSE,FALSE,FALSE,save
Hennur Road,2 BHK,2,1040 ,1040,2,50,5000000,save,FALSE,FALSE,FALSE,save
Kattigenahalli,2 BHK,2,1062 ,1062,2,47,4700000,save,FALSE,FALSE,FALSE,save
Varthur Road,2 BHK,2,770 - 841,770 ,2,19.33,1933000,save,FALSE,FALSE,FALSE,save
Hosur Road,2 BHK,2,950 ,950,2,60,6000000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1216 ,1216,2,73,7300000,save,FALSE,FALSE,FALSE,save
HSR Layout,2 BHK,2,1300 ,1300,2,98,9800000,save,FALSE,FALSE,FALSE,save
5th Phase JP Nagar,2 BHK,2,1390 ,1390,2,65,6500000,save,FALSE,FALSE,FALSE,save
Yelahanka,2 BHK,2,1033 ,1033,2,52.58,5258000,save,FALSE,FALSE,FALSE,save
Yelahanka,2 BHK,2,1390 ,1390,2,65.31,6531000,save,FALSE,FALSE,FALSE,save
Jalahalli,2 BHK,2,1020 ,1020,2,52,5200000,save,FALSE,FALSE,FALSE,save
Whitefield,1 BHK,1,524 - 894,524 ,1,34.735,3473500,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1140 ,1140,2,45,4500000,save,FALSE,FALSE,FALSE,save
Yeshwanthpur,1 BHK,1,670 ,670,1,36.85,3685000,save,FALSE,FALSE,FALSE,save
Bhoganhalli,4 BHK,4,2171 ,2171,4,111,11100000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,2 BHK,2,1136 ,1136,2,48,4800000,save,FALSE,FALSE,FALSE,save
Doddakannelli,3 BHK,3,1477 ,1477,2,80,8000000,save,FALSE,FALSE,FALSE,save
KR Puram,2 BHK,2,1001 ,1001,2,30,3000000,save,FALSE,FALSE,FALSE,save
Yelahanka,2 BHK,2,1040 ,1040,2,48.86,4886000,save,FALSE,FALSE,FALSE,save
Garudachar Palya,2 BHK,2,1060 ,1060,2,48.5,4850000,save,FALSE,FALSE,FALSE,save
Sarjapur,2 BHK,2,1240 ,1240,2,44.3,4430000,save,FALSE,FALSE,FALSE,save
Doddabommasandra,9 BHK,9,42000 ,4200,8,175,17500000,save,FALSE,FALSE,FALSE,save
Varthur,2 BHK,2,1070 ,1070,2,46,4600000,save,FALSE,FALSE,FALSE,save
Electronic City Phase II,2 BHK,2,1253 ,1253,2,65.8,6580000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1190 ,1190,2,60,6000000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1312 ,1312,2,55,5500000,save,FALSE,FALSE,FALSE,save
KR Puram,2 BHK,2,750 ,750,2,40,4000000,save,FALSE,FALSE,FALSE,save
Koramangala,3 BHK,3,1615 ,1615,3,115,11500000,save,FALSE,FALSE,FALSE,save
Marathahalli,2 BHK,2,1095 ,1095,2,60,6000000,save,FALSE,FALSE,FALSE,save
Whitefield,3 BHK,3,1745 ,1745,3,100,10000000,save,FALSE,FALSE,FALSE,save
Rachenahalli,2 BHK,2,1050 ,1050,2,52.5,5250000,save,FALSE,FALSE,FALSE,save
4th T block Jayanagar,4 Bedroom,4,2080 ,2080,4,440,44000000,save,FALSE,FALSE,FALSE,save
Thanisandra,2 BHK,2,1220 ,1220,2,44.6,4460000,save,FALSE,FALSE,FALSE,save
Kempegowda Nagar,3 BHK,3,1793 ,1793,3,98,9800000,save,FALSE,FALSE,FALSE,save
Uttarahalli,2 BHK,2,1100 ,1100,1,45,4500000,save,FALSE,FALSE,FALSE,save
Yelahanka New Town,2 BHK,2,1385 ,1385,2,65,6500000,save,FALSE,FALSE,FALSE,save
Begur Road,2 BHK,2,1200 ,1200,2,45,4500000,save,FALSE,FALSE,FALSE,save
Haralur Road,3 BHK,3,2017 ,2017,2,125,12500000,save,FALSE,FALSE,FALSE,save
Attibele,1 BHK,1,400 ,400,1,10,1000000,save,FALSE,FALSE,FALSE,save
Bellandur,3 BHK,3,1400 ,1400,2,44.81,4481000,save,FALSE,FALSE,FALSE,save
Bethel Nagar,2 BHK,2,960 ,960,2,33,3300000,save,FALSE,FALSE,FALSE,save
Uttarahalli,2 BHK,2,1125 ,1125,2,47,4700000,save,FALSE,FALSE,FALSE,save
Akshaya Nagar,3 BHK,3,1551 ,1551,2,60,6000000,save,FALSE,FALSE,FALSE,save
Vittasandra,2 BHK,2,1246 ,1246,2,67.4,6740000,save,FALSE,FALSE,FALSE,save
Whitefield,4 BHK,4,3200 ,3200,4,224,22400000,save,FALSE,FALSE,FALSE,save
Marathahalli,2 BHK,2,1060 ,1060,2,48,4800000,save,FALSE,FALSE,FALSE,save
Bharathi Nagar,2 BHK,2,1384 ,1384,2,59,5900000,save,FALSE,FALSE,FALSE,save
Byagadadhenahalli,2 BHK,2,620 ,620,2,23,2300000,save,FALSE,FALSE,FALSE,save
Bommasandra,2 BHK,2,1005 ,1005,2,39.77,3977000,save,FALSE,FALSE,FALSE,save
Sarakki Nagar,3 Bedroom,3,1200 ,1200,3,128,12800000,save,FALSE,FALSE,FALSE,save
Kirloskar Layout,3 BHK,3,1400 ,1400,3,35,3500000,save,FALSE,FALSE,FALSE,save
HSR Layout,3 BHK,3,2400 ,2400,3,88,8800000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1096 ,1096,2,39,3900000,save,FALSE,FALSE,FALSE,save
Kaggadasapura,2 BHK,2,1180 ,1180,1,50,5000000,save,FALSE,FALSE,FALSE,save
Uttarahalli,3 BHK,3,1300 ,1300,2,47,4700000,save,FALSE,FALSE,FALSE,save
tc.palya,2 Bedroom,2,1020 ,1020,2,62,6200000,save,FALSE,FALSE,FALSE,save
Margondanahalli,2 Bedroom,2,600 ,600,2,35,3500000,save,FALSE,FALSE,FALSE,save
Konanakunte Cross,2 BHK,2,1165 ,1165,2,47,4700000,save,FALSE,FALSE,FALSE,save
Bellandur,3 BHK,3,1685 ,1685,3,100,10000000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,3 BHK,3,1580 ,1580,3,53.56,5356000,save,FALSE,FALSE,FALSE,save
Balagere,2 BHK,2,1210 ,1210,2,83,8300000,save,FALSE,FALSE,FALSE,save
Kammasandra,2 BHK,2,1030 ,1030,1,25.75,2575000,save,FALSE,FALSE,FALSE,save
Nagappa Reddy Layout,2 BHK,2,1100 ,1100,2,43.5,4350000,save,FALSE,FALSE,FALSE,save
Hebbal,3 BHK,3,1255 ,1255,3,77.68,7768000,save,FALSE,FALSE,FALSE,save
Jakkur,3 BHK,3,1482 ,1482,3,86,8600000,save,FALSE,FALSE,FALSE,save
Hebbal,2 BHK,2,1344 ,1344,2,108,10800000,save,FALSE,FALSE,FALSE,save
Kothannur,3 BHK,3,1275 ,1275,2,39.8,3980000,save,FALSE,FALSE,FALSE,save
Panathur,2 BHK,2,1210 ,1210,2,85,8500000,save,FALSE,FALSE,FALSE,save
Hebbal,3 BHK,3,1320 ,1320,3,226,22600000,save,FALSE,FALSE,FALSE,save
Hosa Road,3 BHK,3,1532 ,1532,3,98.13,9813000,save,FALSE,FALSE,FALSE,save
JP Nagar,2 BHK,2,1245 ,1245,2,110,11000000,save,FALSE,FALSE,FALSE,save
Nagarbhavi,2 BHK,2,1212 ,1212,2,50,5000000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,1230 ,1230,2,65,6500000,save,FALSE,FALSE,FALSE,save
Ramagondanahalli,3 BHK,3,2257 ,2257,3,159,15900000,save,FALSE,FALSE,FALSE,save
Vittasandra,2 BHK,2,1246 ,1246,2,65.4,6540000,save,FALSE,FALSE,FALSE,save
Gunjur,2 BHK,2,1080 ,1080,2,41,4100000,save,FALSE,FALSE,FALSE,save
Varthur,3 BHK,3,1360 ,1360,2,85,8500000,save,FALSE,FALSE,FALSE,save
Yelenahalli,2 BHK,2,1260 ,1260,2,47.88,4788000,save,FALSE,FALSE,FALSE,save
Kengeri Satellite Town,4 Bedroom,4,1200 ,1200,3,110,11000000,save,FALSE,FALSE,FALSE,save
Thigalarapalya,2 BHK,2,1418 ,1418,2,104,10400000,save,FALSE,FALSE,FALSE,save
anjananager magdi road,3 Bedroom,3,1200 ,1200,3,165,16500000,save,FALSE,FALSE,FALSE,save
Kasavanhalli,2 BHK,2,950 ,950,2,39,3900000,save,FALSE,FALSE,FALSE,save
Nagarbhavi,2 BHK,2,1020 ,1020,2,55,5500000,save,FALSE,FALSE,FALSE,save
Electronic City Phase II,3 BHK,3,1400 ,1400,2,40.44,4044000,save,FALSE,FALSE,FALSE,save
Kodipalya,4 Bedroom,4,1440 ,1440,4,88,8800000,save,FALSE,FALSE,FALSE,save
Electronics City Phase 1,2 BHK,2,1175 ,1175,2,69,6900000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,2 BHK,2,1185 ,1185,2,40.17,4017000,save,FALSE,FALSE,FALSE,save
Aishwarya Crystal Layout,3 BHK,3,2250 ,2250,3,113,11300000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,1178 ,1178,2,40.43,4043000,save,FALSE,FALSE,FALSE,save
Ulsoor,4 BHK,4,36000 ,3600,4,450,45000000,save,FALSE,FALSE,FALSE,save
Whitefield,1 BHK,1,825 ,825,1,44.9,4490000,save,FALSE,FALSE,FALSE,save
Madiwala,3 BHK,3,1250 ,1250,3,43,4300000,save,FALSE,FALSE,FALSE,save
Electronics City Phase 1,2 BHK,2,1113 ,1113,2,55,5500000,save,FALSE,FALSE,FALSE,save
2nd Block Jayanagar,3 BHK,3,1718 ,1718,3,223,22300000,save,FALSE,FALSE,FALSE,save
Gottigere,2 BHK,2,1010 ,1010,2,35,3500000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,2 BHK,2,900 ,900,2,41,4100000,save,FALSE,FALSE,FALSE,save
Syndicate Bank Colony,4 Bedroom,4,1500 ,1500,4,240,24000000,save,FALSE,FALSE,FALSE,save
Rayasandra,1 Bedroom,1,540 ,540,1,16.5,1650000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1020 ,1020,2,29.46,2946000,save,FALSE,FALSE,FALSE,save
Hosur Road,2 BHK,2,1194 ,1194,2,71.64,7164000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1108 ,1108,2,67.15,6715000,save,FALSE,FALSE,FALSE,save
Hebbal,4 BHK,4,3895 ,3895,2,451,45100000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,2 BHK,2,700 ,700,2,34.99,3499000,save,FALSE,FALSE,FALSE,save
Somasundara Palya,3 BHK,3,1600 ,1600,3,68,6800000,save,FALSE,FALSE,FALSE,save
Nagarbhavi,3 BHK,3,1850 ,1850,3,90,9000000,save,FALSE,FALSE,FALSE,save
Tumkur Road,2 BHK,2,1250 ,1250,2,33,3300000,save,FALSE,FALSE,FALSE,save
Ramamurthy Nagar,1 Bedroom,1,600 ,600,1,43,4300000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,2 BHK,2,1140 ,1140,2,49.27,4927000,save,FALSE,FALSE,FALSE,save
CQAL Layout,3 BHK,3,1200 ,1200,2,75,7500000,save,FALSE,FALSE,FALSE,save
Nayandanahalli,2 BHK,2,985 ,985,2,55,5500000,save,FALSE,FALSE,FALSE,save
Bellandur,2 BHK,2,982 ,982,2,55,5500000,save,FALSE,FALSE,FALSE,save
9th Phase JP Nagar,1 BHK,1,600 ,600,1,20,2000000,save,FALSE,FALSE,FALSE,save
Akshaya Nagar,2 BHK,2,1314 ,1314,2,68.8,6880000,save,FALSE,FALSE,FALSE,save
Vijaya Bank Layout,3 BHK,3,1700 ,1700,2,68.5,6850000,save,FALSE,FALSE,FALSE,save
1st Phase JP Nagar,2 BHK,2,1077 ,1077,2,93,9300000,save,FALSE,FALSE,FALSE,save
Varanasi,5 BHK,5,2000 ,2000,4,99,9900000,save,FALSE,FALSE,FALSE,save
DUO Layout,3 BHK,3,1643 ,1643,3,75,7500000,save,FALSE,FALSE,FALSE,save
Kengeri,3 Bedroom,3,1200 ,1200,3,67,6700000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1116 ,1116,2,51.91,5191000,save,FALSE,FALSE,FALSE,save
Abbigere,2 BHK,2,1020 ,1020,2,41.82,4182000,save,FALSE,FALSE,FALSE,save
Daadys Gaarden Layout,3 BHK,3,1740 ,1740,3,55,5500000,save,FALSE,FALSE,FALSE,save
GM Palaya,2 BHK,2,1225 ,1225,2,47,4700000,save,FALSE,FALSE,FALSE,save
Thanisandra,3 BHK,3,1241 ,1241,2,61,6100000,save,FALSE,FALSE,FALSE,save
Hennur,2 BHK,2,1041 ,1041,2,40.6,4060000,save,FALSE,FALSE,FALSE,save
Bommanahalli,2 BHK,2,1050 ,1050,2,46,4600000,save,FALSE,FALSE,FALSE,save
Srinivas Colony,3 BHK,3,4400 ,4400,3,901,90100000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,2 BHK,2,1309 ,1309,2,64.39,6439000,save,FALSE,FALSE,FALSE,save
Dodda Nekkundi,2 BHK,2,1128 ,1128,2,45,4500000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,3 BHK,3,1430 ,1430,2,50,5000000,save,FALSE,FALSE,FALSE,save
Old Madras Road,2 BHK,2,1065 ,1065,2,47.86,4786000,save,FALSE,FALSE,FALSE,save
OMBR Layout,2 BHK,2,1085 ,1085,2,64,6400000,save,FALSE,FALSE,FALSE,save
Vishveshwarya Layout,1 Bedroom,1,750 ,750,1,30,3000000,save,FALSE,FALSE,FALSE,save
Bellandur,2 BHK,2,981 ,981,2,37.28,3728000,save,FALSE,FALSE,FALSE,save
Bhoganhalli,4 BHK,4,1548 ,1548,4,129,12900000,save,FALSE,FALSE,FALSE,save
Hebbal Kempapura,4 BHK,4,2302 ,2302,4,300,30000000,save,FALSE,FALSE,FALSE,save
Kalyan nagar,3 BHK,3,1410 ,1410,2,60,6000000,save,FALSE,FALSE,FALSE,save
Hosa Road,3 BHK,3,1526 ,1525,3,117,11700000,save,FALSE,FALSE,FALSE,save
Begur Road,2 BHK,2,1200 ,1200,2,42.6,4260000,save,FALSE,FALSE,FALSE,save
Sampangi Rama Nagar,2 BHK,2,1030 ,1030,2,80,8000000,save,FALSE,FALSE,FALSE,save
BTM 1st Stage,3 BHK,3,1852 ,1852,2,95,9500000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1160 ,1160,2,33.5,3350000,save,FALSE,FALSE,FALSE,save
Jigani,2 BHK,2,918 ,918,2,49,4900000,save,FALSE,FALSE,FALSE,save
Hebbal,3 BHK,3,1255 ,1255,2,90,9000000,save,FALSE,FALSE,FALSE,save
JP Nagar,3 BHK,3,1150 ,1150,2,49.9,4990000,save,FALSE,FALSE,FALSE,save
Indira Nagar,3 BHK,3,2700 ,2700,3,324,32400000,save,FALSE,FALSE,FALSE,save
Moodalapalya,2 BHK,2,1150 ,1150,2,69,6900000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1227 ,1227,2,53.49,5349000,save,FALSE,FALSE,FALSE,save
Hebbal,3 BHK,3,1255 ,1255,3,77.68,7768000,save,FALSE,FALSE,FALSE,save
Panathur,2 BHK,2,1198 ,1198,2,82,8200000,save,FALSE,FALSE,FALSE,save
 Devarachikkanahalli,3 Bedroom,3,1200 ,1200,3,160,16000000,save,FALSE,FALSE,FALSE,save
Nelamangala,4 Bedroom,4,2600 ,2600,3,95,9500000,save,FALSE,FALSE,FALSE,save
Pattandur Agrahara,2 BHK,2,797 ,797,2,32,3200000,save,FALSE,FALSE,FALSE,save
Nayandanahalli,3 BHK,3,1350 ,1350,2,68,6800000,save,FALSE,FALSE,FALSE,save
Sahakara Nagar,4 BHK,4,2500 ,2500,4,200,20000000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,1 BHK,1,525 ,525,1,30,3000000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,4 BHK,4,2700 ,2700,4,260,26000000,save,FALSE,FALSE,FALSE,save
Gokaula Extension,3 BHK,3,1500 ,1500,2,90,9000000,save,FALSE,FALSE,FALSE,save
Subash Nagar,2 Bedroom,2,900 ,900,2,55,5500000,save,FALSE,FALSE,FALSE,save
Poorna Pragna Layout,3 BHK,3,1355 ,1355,2,58.27,5827000,save,FALSE,FALSE,FALSE,save
Kudlu Gate,3 BHK,3,1465 ,1465,2,49.81,4981000,save,FALSE,FALSE,FALSE,save
Ramamurthy Nagar,2 Bedroom,2,1006 ,1006,2,57,5700000,save,FALSE,FALSE,FALSE,save
Vishveshwarya Layout,4 BHK,4,2000 ,2000,4,75,7500000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1128 ,1128,2,65.7,6570000,save,FALSE,FALSE,FALSE,save
Pattanagere,2 BHK,2,850 ,850,2,35,3500000,save,FALSE,FALSE,FALSE,save
ISRO Layout,3 BHK,3,1310 ,1310,2,68,6800000,save,FALSE,FALSE,FALSE,save
Banashankari,2 BHK,2,1390 ,1390,2,86,8600000,save,FALSE,FALSE,FALSE,save
Kathriguppe,3 BHK,3,1390 ,1390,2,76.45,7645000,save,FALSE,FALSE,FALSE,save
Marathahalli,4 Bedroom,4,2396 ,2396,4,325,32500000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1170 ,1170,2,33,3300000,save,FALSE,FALSE,FALSE,save
Gottigere,3 BHK,3,1385 ,1385,2,50,5000000,save,FALSE,FALSE,FALSE,save
Old Madras Road,2 BHK,2,1160 ,1160,2,42,4200000,save,FALSE,FALSE,FALSE,save
Electronic City Phase II,2 BHK,2,1160 ,1160,2,33.5,3350000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,3 BHK,3,1200 ,1200,2,69,6900000,save,FALSE,FALSE,FALSE,save
Mahadevpura,2 BHK,2,1475 ,1475,2,55,5500000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 Bedroom,3,1939 ,1939,3,98,9800000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,2 BHK,2,850 ,850,2,42,4200000,save,FALSE,FALSE,FALSE,save
Balagere,1 BHK,1,675 ,675,1,45,4500000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1060 ,1060,2,51,5100000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1235 ,1235,2,47,4700000,save,FALSE,FALSE,FALSE,save
Austin Town,2 BHK,2,1250 ,1250,2,60,6000000,save,FALSE,FALSE,FALSE,save
Banashankari,2 BHK,2,1460 ,1460,2,70,7000000,save,FALSE,FALSE,FALSE,save
Akshaya Nagar,3 BHK,3,1690 ,1690,3,85,8500000,save,FALSE,FALSE,FALSE,save
Indira Nagar,1 BHK,1,850 ,850,1,57,5700000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,3 BHK,3,1843 ,1843,3,82,8200000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,3 BHK,3,1680 ,1680,3,117,11700000,save,FALSE,FALSE,FALSE,save
Kundalahalli,2 BHK,2,1047 ,1047,2,84,8400000,save,FALSE,FALSE,FALSE,save
8th Phase JP Nagar,2 BHK,2,1100 ,1100,2,35,3500000,save,FALSE,FALSE,FALSE,save
Indira Nagar,8 Bedroom,8,3250 ,3250,8,600,60000000,save,FALSE,FALSE,FALSE,save
Nagarbhavi,2 BHK,2,1120 ,1120,2,53,5300000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,2 BHK,2,1095 ,1095,2,38.33,3833000,save,FALSE,FALSE,FALSE,save
Carmelaram,2 BHK,2,970 ,970,2,35,3500000,save,FALSE,FALSE,FALSE,save
Hosa Road,3 BHK,3,1100 ,1100,2,85,8500000,save,FALSE,FALSE,FALSE,save
Uttarahalli,3 BHK,3,1685 ,1685,3,85,8500000,save,FALSE,FALSE,FALSE,save
Doddanekundi,2 BHK,2,1148 ,1148,2,59,5900000,save,FALSE,FALSE,FALSE,save
Marathahalli,2 BHK,2,1050 ,1050,2,65,6500000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,3 BHK,3,1465 ,1465,2,76,7600000,save,FALSE,FALSE,FALSE,save
Electronic City,1 BHK,1,630 ,630,1,60,6000000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,3 BHK,3,1850 ,1850,3,150,15000000,save,FALSE,FALSE,FALSE,save
Cottonpet,4 Bedroom,4,1750 ,1750,2,225,22500000,save,FALSE,FALSE,FALSE,save
Shikaripalya,3 BHK,3,1350 ,1350,3,60,6000000,save,FALSE,FALSE,FALSE,save
Sector 7 HSR Layout,3 BHK,3,1760 ,1760,3,160,16000000,save,FALSE,FALSE,FALSE,save
Rajaji Nagar,2 BHK,2,1440 ,1440,2,185,18500000,save,FALSE,FALSE,FALSE,save
Banashankari Stage III,2 BHK,2,1200 ,1200,2,42,4200000,save,FALSE,FALSE,FALSE,save
Hennur Bande,2 BHK,2,1100 ,1100,2,78,7800000,save,FALSE,FALSE,FALSE,save
Kaggadasapura,2 BHK,2,1140 ,1140,2,46,4600000,save,FALSE,FALSE,FALSE,save
Hormavu,3 BHK,3,1469 - 1766,1469,3,73.595,7359500,save,FALSE,FALSE,FALSE,save
Gottigere,2 BHK,2,1410 ,1410,2,45,4500000,save,FALSE,FALSE,FALSE,save
Mahadevpura,3 BHK,3,1434 ,1434,2,67.39,6739000,save,FALSE,FALSE,FALSE,save
"ravindra nagar, T.dasarahalli peenya",2 Bedroom,2,1180 ,1180,2,74,7400000,save,FALSE,FALSE,FALSE,save
Begur Road,2 BHK,2,1160 ,1160,2,42,4200000,save,FALSE,FALSE,FALSE,save
EPIP Zone,2 BHK,2,1343 ,1343,2,86,8600000,save,FALSE,FALSE,FALSE,save
LB Shastri Nagar,2 BHK,2,1184 ,1184,2,69,6900000,save,FALSE,FALSE,FALSE,save
Koramangala,3 BHK,3,2246 ,2246,3,300,30000000,save,FALSE,FALSE,FALSE,save
Banashankari Stage III,3 BHK,3,1305 ,1305,2,59,5900000,save,FALSE,FALSE,FALSE,save
1st Block BEL Layout,3 BHK,3,1540 ,1540,3,85,8500000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,3 BHK,3,1550 ,1550,3,65.11,6511000,save,FALSE,FALSE,FALSE,save
Yelahanka,3 BHK,3,1345 ,1345,2,57,5700000,save,FALSE,FALSE,FALSE,save
Electronic City Phase II,3 BHK,3,975 ,975,2,45,4500000,save,FALSE,FALSE,FALSE,save
HSR Layout,2 BHK,2,1140 ,1140,2,46,4600000,save,FALSE,FALSE,FALSE,save
JP Nagar,2 BHK,2,1152 ,1152,2,34.56,3456000,save,FALSE,FALSE,FALSE,save
Old Airport Road,4 Bedroom,4,3200 ,3200,4,700,70000000,save,FALSE,FALSE,FALSE,save
Kodathi,3 BHK,3,1033 ,1033,2,31.5,3150000,save,FALSE,FALSE,FALSE,save
Richards Town,3 BHK,3,1800 ,1800,3,230,23000000,save,FALSE,FALSE,FALSE,save
Marathahalli,2 BHK,2,1102 ,1102,2,53.67,5367000,save,FALSE,FALSE,FALSE,save
Subramanyapura,3 BHK,3,1223 ,1223,2,42.81,4281000,save,FALSE,FALSE,FALSE,save
Kadugodi,3 BHK,3,1762 ,1762,3,112,11200000,save,FALSE,FALSE,FALSE,save
KR Puram,6 Bedroom,6,2000 ,2000,6,85,8500000,save,FALSE,FALSE,FALSE,save
Electronic City,3 BHK,3,1410 ,1410,2,38,3800000,save,FALSE,FALSE,FALSE,save
Thanisandra,3 BHK,3,1853 ,1853,3,64.86,6486000,save,FALSE,FALSE,FALSE,save
Kothanur,2 BHK,2,1455 ,1455,2,69,6900000,save,FALSE,FALSE,FALSE,save
Hebbal,2 BHK,2,1138 ,1138,2,110,11000000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 Bedroom,3,2556 ,2556,3,169,16900000,save,FALSE,FALSE,FALSE,save
TC Palaya,3 BHK,3,1200 ,1200,2,66.5,6650000,save,FALSE,FALSE,FALSE,save
Anantapura,2 BHK,2,1200 ,1200,2,37,3700000,save,FALSE,FALSE,FALSE,save
Anekal,2 Bedroom,2,1200 ,1200,1,36,3600000,save,FALSE,FALSE,FALSE,save
